Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
1991,Argentina,Pampas,Sugarcane,15.479640850785296,1514.5514674602803,15.52178155351486,12.0,0,24.43,17.44,53.55,30.214687326459952,Drought-resistant Crops,707.4370000000001
1991,Argentina,Northeast,Vegetables,15.407886709890743,1504.5741065732361,15.49245426110022,12.0,6,61.08,16.61,68.62,29.034075588007195,Water Management,818.666
1991,Argentina,Northeast,Corn,15.361522856590481,1594.6512809271453,15.510344069209404,12.0,7,49.39,17.64,39.94,28.351169516517654,No Adaptation,751.143
1991,Argentina,Northeast,Soybeans,15.067168282895947,1370.9465941550793,15.513415676582387,11.935789144916052,8,18.58,27.91,84.96,26.826065108663638,Drought-resistant Crops,752.7425115212225
1991,Argentina,Pampas,Fruits,15.256837728389126,1593.6682899613852,15.533285347455145,12.0,1,71.82,38.63,25.95,26.019509375398584,No Adaptation,825.414
1991,Argentina,Pampas,Vegetables,15.321639087747856,1671.3018772013181,15.514619671608253,12.0,7,35.22,23.8,57.23,25.389290691639122,Organic Farming,751.012
1991,Argentina,Pampas,Fruits,15.701079337042533,1614.6814372770027,15.513365154074693,12.0,9,92.81,36.45,87.08,25.0,No Adaptation,959.547
1991,Argentina,Northwest,Sugarcane,15.522703352879919,1672.8820981220858,15.531811082559452,12.0,5,62.099999999999994,19.99,19.45,25.0,No Adaptation,758.462
1991,Argentina,Northwest,Corn,14.996038741647121,1667.2947968532,15.504344638433096,12.0,7,30.63,18.01,56.01,25.0,Crop Rotation,727.407
1991,Argentina,Patagonia,Corn,15.517819772836502,1149.3730097389582,15.499231936056907,12.0,7,39.76,33.21,41.89,25.0,Crop Rotation,757.824
1991,Argentina,Northeast,Rice,15.340528210383724,1714.9913334191572,15.518513419036099,12.0,8,35.79,44.83,17.06,25.0,Drought-resistant Crops,734.053
1991,Argentina,Pampas,Rice,15.267568280411314,1407.8782865770827,15.506264200787092,12.0,0,28.09,25.78,87.2,25.0,Organic Farming,778.7090000000001
1991,Argentina,Pampas,Corn,15.589717852698021,1308.1225052457278,15.506693075307304,12.0,4,37.269999999999996,48.0,12.71,25.0,Drought-resistant Crops,737.3689999999999
1991,Argentina,Northeast,Coffee,15.694548661111792,1306.1001089833458,15.529058659895885,12.0,8,94.75999999999999,30.76,12.8,25.0,No Adaptation,850.188
1991,Argentina,Patagonia,Fruits,15.669618810266853,1667.2464249074558,15.532470711907367,12.0,3,65.19,25.98,63.37,25.0,Organic Farming,838.457
1991,Argentina,Pampas,Sugarcane,15.226994399682145,1513.1794019271983,15.531488288043551,12.0,9,86.34,10.02,94.64,25.0,No Adaptation,906.3820000000001
1991,Argentina,Northeast,Sugarcane,15.359495686525,1170.489568721867,15.535096266270642,12.0,7,23.41,21.87,63.3,25.0,Drought-resistant Crops,726.511
1991,Argentina,Northeast,Fruits,15.519614638338695,1677.6948702692375,15.536588998306206,12.0,4,67.08,49.55,64.95,25.0,Organic Farming,887.8199999999999
1991,Argentina,Northeast,Rice,15.680685062268394,1227.3998616022297,15.498585185256477,12.0,4,35.8,42.41,70.85,25.0,Organic Farming,805.0279999999999
1991,Argentina,Patagonia,Soybeans,15.31700522102648,1598.276048141119,15.527671217493644,12.0,3,27.39,8.62,14.49,25.0,No Adaptation,644.2769999999999
1991,Argentina,Northeast,Soybeans,15.39038403632185,1621.4471742033204,15.516618532739212,12.0,1,90.34,42.52,26.29,25.0,Drought-resistant Crops,879.192
1992,Argentina,Pampas,Rice,15.180215036986297,1773.3918355644453,15.667851023891632,12.0,8,81.61999999999999,48.28,27.59,25.0,Crop Rotation,869.5799999999999
1992,Argentina,Northeast,Corn,15.157747124467635,1983.812756866601,15.682600853974428,11.952087047123952,1,30.69,10.13,56.51,25.0,Drought-resistant Crops,711.9169171205779
1992,Argentina,Pampas,Coffee,15.659930236086353,1244.9950896507887,15.656766184669438,12.0,2,28.87,10.98,30.03,25.0,Drought-resistant Crops,673.981
1992,Argentina,Northwest,Corn,15.79585878763051,1553.121948919878,15.656531453865236,12.0,10,78.83999999999999,46.43,81.02,25.0,Water Management,934.1019999999999
1992,Argentina,Patagonia,Coffee,15.43879625009272,1500.555577730782,15.683425932458707,12.0,7,89.32,34.93,32.12,25.0,Organic Farming,871.1419999999999
1992,Argentina,Pampas,Barley,15.707682004960809,1667.2952844761699,15.68178174716869,12.0,1,41.54,21.14,18.67,25.0,Water Management,708.0400000000001
1992,Argentina,Northeast,Barley,15.547207786749713,1616.0862759896775,15.677822561124836,12.0,2,78.08,8.81,59.59,25.0,Drought-resistant Crops,834.484
1992,Argentina,Northeast,Fruits,15.295518841836522,1482.6599857820113,15.666356808807729,12.0,9,28.450000000000003,36.95,80.91,25.0,Organic Farming,790.909
1992,Argentina,Pampas,Fruits,15.547147681864907,1461.9125472382098,15.684669411626858,12.0,9,23.080000000000002,11.79,14.27,25.0,Drought-resistant Crops,638.9
1992,Argentina,Patagonia,Fruits,15.841307922104296,1303.2825387606329,15.683952955897084,12.0,2,40.92,42.87,56.53,25.0,No Adaptation,798.608
1992,Argentina,Northeast,Wheat,15.447842270710316,1797.40992932709,15.677242553639761,12.0,2,77.94999999999999,49.48,40.16,25.0,Organic Farming,880.1629999999999
1992,Argentina,Northeast,Fruits,15.847959694441306,1673.2724213705712,15.663002640203697,12.0,5,57.68,46.67,56.55,25.0,Drought-resistant Crops,847.376
1992,Argentina,Northeast,Soybeans,14.801862504465367,1780.9508424466046,15.671484529413478,12.0,9,94.83,31.56,96.65,25.0,Organic Farming,969.193
1992,Argentina,Pampas,Corn,15.66227440658161,1492.5575283934813,15.685729590891757,12.0,8,43.93,4.71,15.69,25.511555011450163,Crop Rotation,680.269
1992,Argentina,Northeast,Soybeans,15.478560547547346,1411.2078389838011,15.691248573973613,12.0,1,19.63,35.49,4.01,25.0,No Adaptation,658.5710000000001
1992,Argentina,Patagonia,Vegetables,15.382046942871337,1312.2374531303658,15.672597802195895,12.0,10,57.82,41.5,99.12,25.0,Crop Rotation,898.018
1992,Argentina,Northwest,Corn,15.479738974621679,1649.7234682666628,15.673464671642181,12.0,10,83.25,49.38,13.35,25.0,No Adaptation,855.6990000000001
1992,Argentina,Northwest,Wheat,14.95990655183758,1321.2830192626325,15.67445695517455,12.0,10,76.25999999999999,22.2,8.58,25.0,Water Management,782.622
1992,Argentina,Patagonia,Soybeans,15.401880808528425,1999.5403662106266,15.679380736038796,12.0,8,91.14,29.27,95.14,25.0,Organic Farming,953.7320000000001
1992,Argentina,Northwest,Corn,15.54607692336574,1258.3875569443026,15.669727200480713,12.0,6,41.92,35.06,7.05,25.0,No Adaptation,717.778
1992,Argentina,Patagonia,Wheat,15.826272291673183,1629.7036044284546,15.64363981735308,12.0,3,86.22,21.03,26.82,25.0,Drought-resistant Crops,830.952
1992,Argentina,Pampas,Cotton,15.327231225919391,1933.3670984271876,15.689732557777402,12.0,4,95.83,31.72,55.96,25.0,Water Management,915.0150000000001
1992,Argentina,Pampas,Soybeans,15.254675379764507,1706.1198703683428,15.696521021607156,12.0,6,65.30999999999999,19.84,24.54,25.0,No Adaptation,773.343
1992,Argentina,Northeast,Rice,15.331359519591668,1606.6947742761545,15.669373831317996,12.0,5,35.06,18.71,81.77,25.0,Organic Farming,775.8059999999999
1993,Argentina,Northeast,Cotton,15.705649309913323,1338.0276883791619,15.817939776567092,12.0,5,90.5,11.59,18.53,25.0,Drought-resistant Crops,813.054
1993,Argentina,Pampas,Barley,15.558986557902726,1240.9814025783944,15.828423290070036,12.0,7,69.93,43.62,92.96,25.0,No Adaptation,923.485
1993,Argentina,Pampas,Corn,15.344358729546045,1746.2641901735685,15.827854840066188,12.0,0,54.49,13.05,62.33,25.0,No Adaptation,786.977
1993,Argentina,Patagonia,Wheat,15.605115638766144,1919.111980487728,15.84119698837907,12.0,9,93.62,47.64,22.5,25.0,No Adaptation,891.3019999999999
1993,Argentina,Northeast,Wheat,15.501068167824815,1462.394437327397,15.830585736787858,12.0,8,72.80000000000001,5.73,9.5,25.0,Water Management,745.6139999999999
1993,Argentina,Northwest,Fruits,15.718960028121026,1297.9731833218693,15.821030297844944,12.0,0,62.04,17.36,67.02,25.0,Water Management,820.176
1993,Argentina,Patagonia,Vegetables,15.301285507018466,988.2248093681521,15.815100467009632,12.0,4,42.37,38.05,93.01,25.0,Water Management,844.6289999999999
1993,Argentina,Northwest,Barley,15.394883243838363,1335.14386011758,15.839732149896742,12.0,7,24.18,13.51,2.62,25.0,Drought-resistant Crops,628.436
1993,Argentina,Northeast,Cotton,15.378771742204766,1538.7551710143618,15.836730810614446,12.0,6,60.01,46.56,54.72,25.0,No Adaptation,850.4409999999999
1993,Argentina,Pampas,Barley,15.110920043454776,1940.9442842251149,15.841930525325443,12.0,7,86.32000000000001,47.53,69.41,25.0,Drought-resistant Crops,938.5279999999999
1993,Argentina,Northwest,Rice,15.550828849753948,1723.506611392038,15.819050284834933,12.0,6,24.24,33.73,48.82,25.0,Drought-resistant Crops,729.662
1993,Argentina,Patagonia,Barley,15.542062598532777,1637.082781608465,15.850703436180716,12.0,4,66.9,10.72,52.94,25.0,No Adaptation,800.662
1993,Argentina,Patagonia,Fruits,15.47807714464842,1471.4889596759622,15.810304094593517,12.0,8,22.77,35.31,59.05,25.0,Organic Farming,743.1529999999999
1993,Argentina,Pampas,Rice,15.418151997144017,1428.506715990703,15.837972405110083,12.0,0,55.35,9.52,98.52,25.0,Drought-resistant Crops,833.439
1993,Argentina,Pampas,Soybeans,15.122956094975201,1895.5130007957039,15.808433203851106,12.0,2,76.54,25.91,15.38,25.0,Water Management,799.5200000000001
1993,Argentina,Northeast,Coffee,15.371637449796465,1612.5804108219127,15.821056140843748,12.0,8,32.160000000000004,0.34,85.0,25.0,Organic Farming,740.012
1993,Argentina,Pampas,Wheat,15.391120151356112,1071.7182345110607,15.84757475651326,12.0,7,52.14,20.96,68.81,25.0,Water Management,804.4119999999999
1993,Argentina,Patagonia,Sugarcane,15.2762294631824,1407.2854212222587,15.839345653014025,12.0,1,74.9,28.92,81.65,25.0,No Adaptation,893.616
1993,Argentina,Pampas,Cotton,15.436477352571302,1363.9203495565775,15.823809228653708,12.0,0,65.57,41.81,85.83,25.0,Water Management,899.345
1994,Argentina,Northeast,Cotton,15.597811494691438,1437.1718478383045,15.977807083206937,12.0,5,43.7,43.43,52.34,25.0,Water Management,800.6999999999999
1994,Argentina,Northeast,Soybeans,15.968345255790437,1697.624419097869,15.984793354537436,12.0,1,87.05,29.27,38.22,25.0,No Adaptation,863.8190000000001
1994,Argentina,Patagonia,Corn,15.540443233695765,1540.2138422071596,15.989457027805297,12.0,3,61.0,24.57,88.97,25.0,Water Management,861.284
1994,Argentina,Pampas,Cotton,15.561186378168495,1547.3944090342354,15.997773871079108,12.0,1,71.45,49.73,98.35,25.0,Drought-resistant Crops,945.829
1994,Argentina,Northeast,Coffee,15.478187301546262,1873.8689175244688,15.978513121383125,12.0,5,74.78,43.15,26.29,25.0,Organic Farming,841.426
1994,Argentina,Patagonia,Rice,15.017105976663045,1401.903087274824,15.965480796029771,12.0,10,67.63,5.52,74.12,25.0,Organic Farming,822.7790000000001
1994,Argentina,Pampas,Rice,15.4901703116255,2003.1885834524126,15.985428831547456,12.0,1,73.07000000000001,15.05,56.65,25.0,No Adaptation,829.0749999999999
1994,Argentina,Northwest,Fruits,15.51185633297306,1407.8095450392188,15.978499623480435,12.0,0,44.18,34.24,69.09,25.0,No Adaptation,808.808
1994,Argentina,Northwest,Fruits,16.112609308609127,1586.3888918197415,15.968989966576641,12.0,3,42.910000000000004,33.44,34.21,25.0,Drought-resistant Crops,755.361
1994,Argentina,Patagonia,Fruits,15.448708539292523,1499.4124202273183,15.987015651895963,12.0,5,77.38000000000001,35.1,99.15,25.0,Water Management,935.44
1994,Argentina,Pampas,Rice,15.572185616071208,1594.4245342202405,15.981255035883885,12.0,2,49.63,4.27,29.89,25.0,Drought-resistant Crops,713.6070000000001
1994,Argentina,Pampas,Sugarcane,15.488120838061493,1669.8412381157557,15.9871153866906,12.0,5,98.07000000000001,31.17,95.35,25.0,No Adaptation,974.771
1994,Argentina,Northeast,Barley,15.204629271082922,1667.3153740014814,15.973570979019048,12.0,8,77.63000000000001,39.33,37.2,25.0,No Adaptation,856.9490000000001
1994,Argentina,Northwest,Corn,15.78250448411656,1388.599264162601,15.98914766658561,12.0,9,94.15,37.4,30.39,25.0,Water Management,885.241
1994,Argentina,Patagonia,Rice,15.684782038659497,1301.764726305075,15.968804279743543,12.0,7,52.300000000000004,10.27,19.18,25.0,No Adaptation,716.088
1994,Argentina,Patagonia,Vegetables,15.694556767248566,2153.2298474385616,15.97432336727993,12.0,1,86.28,47.28,30.36,25.0,Drought-resistant Crops,883.3080000000001
1994,Argentina,Patagonia,Soybeans,15.26945191678912,1451.7961450974212,15.980918945575375,12.0,1,98.28,6.98,80.81,25.0,Drought-resistant Crops,911.398
1994,Argentina,Northwest,Sugarcane,15.84749735822183,1729.630332706878,16.003302795586993,12.0,8,80.24000000000001,3.39,17.95,25.0,No Adaptation,771.832
1994,Argentina,Northeast,Barley,15.146336014789734,1187.9428897464454,15.992509811022703,12.0,7,21.22,4.91,29.49,25.059399181815575,Drought-resistant Crops,643.1739999999999
1994,Argentina,Pampas,Soybeans,15.643513053937872,1499.7859841261693,15.995807132768935,12.0,8,43.910000000000004,1.79,6.94,25.88360407578468,Crop Rotation,662.713
1994,Argentina,Patagonia,Coffee,16.044412686940298,1535.5751581202244,15.999640356520882,12.0,5,29.669999999999998,4.94,98.59,25.0,Water Management,761.093
1994,Argentina,Patagonia,Cotton,15.249164699205132,1676.4684832351566,16.02429134136421,12.0,10,40.330000000000005,6.55,88.32,25.0,Drought-resistant Crops,776.263
1994,Argentina,Northeast,Fruits,15.355224348087111,926.1663849607489,15.984127578827508,12.0,9,27.02,35.36,8.82,25.0,Organic Farming,683.5459999999999
1994,Argentina,Northeast,Vegetables,15.521711621759714,1604.4562447436426,15.999677843408895,12.0,1,71.47,27.09,84.21,25.0,No Adaptation,885.3309999999999
1994,Argentina,Northwest,Cotton,15.370929866958754,1295.4653548171354,15.99507905495904,12.0,0,83.8,6.12,11.42,25.0,Water Management,776.504
1995,Argentina,Northwest,Corn,15.12913292272127,1641.6054203651925,16.148580833227737,12.0,2,90.91,37.29,66.26,25.0,Drought-resistant Crops,927.161
1995,Argentina,Northwest,Corn,15.53393952418931,1322.096430300256,16.157357466881063,12.0,2,19.66,40.81,56.93,25.0,Drought-resistant Crops,742.31
1995,Argentina,Pampas,Rice,15.251222852056278,1364.5621820549372,16.132618541169254,12.0,7,58.05,13.47,70.8,25.0,Water Management,808.491
1995,Argentina,Patagonia,Barley,15.635196888146599,1501.191386903959,16.13172338242387,12.0,2,80.37,0.35,1.47,25.435378477798483,Water Management,743.6129999999999
1995,Argentina,Pampas,Wheat,15.286942721929353,1318.3393014212436,16.140953882112576,12.0,6,50.58,30.63,38.38,25.0,Drought-resistant Crops,775.316
1995,Argentina,Northwest,Cotton,15.904282381742188,1453.7803198033537,16.13528706970491,12.0,4,48.91,49.04,88.63,25.0,No Adaptation,874.629
1995,Argentina,Patagonia,Coffee,15.320985457403745,1285.2192958558444,16.140939619249192,12.0,0,44.91,2.39,66.44,25.0,Crop Rotation,749.593
1995,Argentina,Northwest,Wheat,15.436283401436384,1134.9849144785912,16.15497226951262,12.0,6,64.44,48.04,63.75,25.0,Crop Rotation,876.822
1995,Argentina,Northeast,Coffee,15.720178084830222,1804.4768438235365,16.131955013749703,12.0,3,74.19,6.84,93.92,25.0,Drought-resistant Crops,869.275
1995,Argentina,Patagonia,Coffee,15.209082701379314,1261.1099938100433,16.13391138622735,12.0,1,56.72,2.18,53.44,25.0,Drought-resistant Crops,760.54
1995,Argentina,Northwest,Vegetables,15.573663764138836,1523.4864489558888,16.139313443567445,12.0,1,48.87,47.16,49.6,25.0,Crop Rotation,816.503
1995,Argentina,Patagonia,Coffee,15.843584469058412,1742.2349665211677,16.134772581714188,12.0,0,97.11,7.52,0.95,25.0,Organic Farming,797.641
1995,Argentina,Northeast,Barley,15.114927971847496,1421.0446251412272,16.11576136927319,12.0,10,89.59,22.02,61.09,25.0,Organic Farming,889.137
1995,Argentina,Pampas,Vegetables,15.562957245120879,1371.6810675964457,16.13080487112384,12.0,4,84.45,20.96,79.34,25.0,Water Management,899.929
1995,Argentina,Pampas,Fruits,15.58176947904991,1618.5681267351167,16.14509976860261,12.0,3,90.91,29.31,94.87,25.0,Organic Farming,952.851
1995,Argentina,Northeast,Corn,15.71225449843213,1827.9530442878909,16.153560238749442,12.0,6,91.01,48.0,21.03,25.0,Organic Farming,883.367
1995,Argentina,Northwest,Cotton,15.207561102768283,1290.8691003128572,16.12432575227615,12.0,7,52.1,0.9,29.25,25.0,Organic Farming,712.82
1995,Argentina,Pampas,Soybeans,15.186684627216735,1530.1864826828134,16.124273153499534,12.0,1,74.5,8.79,72.33,25.0,Water Management,843.334
1995,Argentina,Northeast,Fruits,15.647284171892029,1158.6252720087161,16.13768853833931,11.857159298041626,8,19.64,22.1,78.06,25.0,Water Management,731.7361684118732
1995,Argentina,Patagonia,Vegetables,15.5910449487961,1473.1135750013293,16.113938962991586,11.915743208492932,2,23.78,25.72,42.91,25.0,Drought-resistant Crops,702.028444382182
1995,Argentina,Patagonia,Sugarcane,15.579421993074273,1573.4755049414273,16.13232917912799,12.0,6,23.92,45.89,43.47,25.0,No Adaptation,743.2599999999999
1995,Argentina,Patagonia,Corn,15.603410832862048,1364.7636673765405,16.11776844781281,12.0,7,96.16,10.08,67.88,25.0,Crop Rotation,893.576
1995,Argentina,Northwest,Sugarcane,15.346792600093181,1458.1344322288137,16.152787858616414,12.0,8,21.369999999999997,37.71,22.62,25.0,Organic Farming,692.971
1995,Argentina,Patagonia,Corn,15.574862204778055,1234.7687249341593,16.128671030561026,12.0,9,51.73,18.75,3.79,25.07709772504946,Water Management,708.3810000000001
1995,Argentina,Northwest,Wheat,15.590066898812474,1583.543012606179,16.15598825426736,12.0,3,94.28,22.21,95.18,25.0,Organic Farming,948.93
1996,Argentina,Northwest,Coffee,15.358210925981211,1813.3381621705191,16.303594898955442,12.0,10,42.949999999999996,18.3,85.97,25.0,Drought-resistant Crops,800.673
1996,Argentina,Pampas,Rice,16.00324240827399,1307.8161385016685,16.283747407410132,12.0,5,32.18,23.39,5.72,25.0,No Adaptation,670.5600000000001
1996,Argentina,Northwest,Wheat,15.65525701071575,1419.230041718519,16.278947005553956,12.0,9,24.66,30.67,38.97,25.0,No Adaptation,711.414
1996,Argentina,Northwest,Rice,15.238972906187142,1683.449855588901,16.288853772971258,12.0,2,57.099999999999994,6.34,84.19,25.0,No Adaptation,812.028
1996,Argentina,Northwest,Sugarcane,15.70093718264626,1850.062642077411,16.289856378879968,12.0,8,51.459999999999994,13.79,56.36,25.0,Organic Farming,772.376
1996,Argentina,Northeast,Fruits,15.293128362930974,1214.8179959322947,16.294940436743946,11.935449356812374,9,23.990000000000002,11.95,36.52,25.0,Drought-resistant Crops,669.7082210565569
1996,Argentina,Patagonia,Rice,15.733569931423416,1525.810228820367,16.282278716362697,12.0,2,25.28,47.24,63.59,25.0,Crop Rotation,777.258
1996,Argentina,Patagonia,Barley,15.826447675239654,1631.9274822754446,16.299454439998133,12.0,4,100.0,18.56,76.03,25.0,Organic Farming,929.85
1996,Argentina,Northeast,Sugarcane,15.331628200899877,1541.4791491221818,16.294028959879782,12.0,1,91.00999999999999,48.16,18.51,25.0,Water Management,880.127
1996,Argentina,Northeast,Corn,15.777642812798884,983.8519061196246,16.287197602746314,12.0,1,80.33,4.14,22.93,25.04242164091717,Organic Farming,780.379
1996,Argentina,Northeast,Soybeans,15.639994012221928,1683.1079070037706,16.283006178215153,12.0,2,65.01,32.21,41.16,25.0,Water Management,818.127
1996,Argentina,Northwest,Coffee,15.742313820486427,1922.2090018937563,16.288951449244713,12.0,10,20.23,33.71,55.38,25.0,Organic Farming,728.7850000000001
1996,Argentina,Northwest,Fruits,16.01099702615129,1592.8377890017755,16.281823558547543,12.0,4,72.14999999999999,26.68,63.29,25.0,Organic Farming,857.005
1996,Argentina,Pampas,Cotton,15.475451751487086,1323.322910856944,16.291695658004056,12.0,8,87.32,26.06,10.43,25.0,Organic Farming,819.81
